side_effect,fake_triple_component,AUROC,AUPRC,AP50
C0000731,head,0.5,0.49999999999999994,0.27591226249452666
C0000731,tail,0.5,0.49999999999999994,0.27591226249452666
C0000731,both,0.5,0.49999999999999994,0.27591226249452666
C0000737,head,0.6714229710588037,0.6622317815003965,0.7355906293448724
C0000737,tail,0.697018094492418,0.6942380131758172,0.6993226464357786
C0000737,both,0.5491298748811324,0.538898298338521,0.3146260958930133
C0000768,head,0.8010295135305758,0.7677496956261323,0.6994278153542013
C0000768,tail,0.8516917772462941,0.8136035425570998,0.7926414141646118
C0000768,both,0.5528779030946108,0.5699409154128943,0.5000123604939342
C0000786,head,0.8139273005720462,0.8016827160787022,0.7510506561249147
C0000786,tail,0.8720327913157067,0.8744044443585348,0.9319778683249689
C0000786,both,0.6653303905229495,0.6429162298215915,0.5256572020037408
C0000833,head,0.8029741389594418,0.7714853216704406,0.6952213173988979
C0000833,tail,0.869647168039285,0.8479621475260861,0.933831560526487
C0000833,both,0.5954047470832312,0.5801541716158315,0.42021891678479373
C0001122,head,0.7831878072261332,0.7641497438185623,0.8613882627069848
C0001122,tail,0.834394288698912,0.8102166693382389,0.8755616382664411
C0001122,both,0.5369463551785856,0.5433773332725715,0.6367335236541759
C0001126,head,0.7962770262458088,0.7630012088400356,0.6636660451996356
C0001126,tail,0.8496936061972482,0.8145546776859229,0.7466489228436182
C0001126,both,0.532547115273442,0.5201778476637677,0.22372169474334364
C0001339,head,0.8149581258698828,0.776578091722476,0.6672157507290187
C0001339,tail,0.8529309229872608,0.8162684160432084,0.7894288753894174
C0001339,both,0.6339772573043545,0.6308025631821568,0.6953998590254994
C0001418,head,0.8032435871772141,0.7747530413576285,0.8097263961097028
C0001418,tail,0.851632874831994,0.7981993835025749,0.6505935669805187
C0001418,both,0.5853934913780777,0.5707655177282791,0.34434035814288216
C0001430,head,0.8458484462307617,0.832334103383969,0.8800679359923036
C0001430,tail,0.8782962454661308,0.8655631405040567,0.9059300159503627
C0001430,both,0.6031516517988432,0.5984614858825593,0.4633246385496809
C0001546,head,0.786234902124115,0.7458412691695044,0.6233865994408776
C0001546,tail,0.9070179092044982,0.8978758316701504,0.8512756973819748
C0001546,both,0.6081840899625156,0.6088576388484934,0.4175024643062227
C0001623,head,0.8281750716815652,0.8052586709050557,0.8720524379446458
C0001623,tail,0.868590824759656,0.8610715903788555,0.9492728396727204
C0001623,both,0.61003120256367,0.6046836994270901,0.5008614297977048
C0001818,head,0.7649375743162902,0.737090580552098,0.6274811274176091
C0001818,tail,0.9090368608799049,0.9117516496022665,0.9516008733418875
C0001818,both,0.6327288941736028,0.5901895321139687,0.3712166812607198
C0001824,head,0.7865479517861822,0.7604458538057313,0.7573943175834542
C0001824,tail,0.8346143768014673,0.8046423516680347,0.8166162921939758
C0001824,both,0.5583784610009608,0.5560587970526084,0.37377955915915606
C0001948,head,0.8133399701343953,0.7868577789587492,0.7415867429370404
C0001948,tail,0.8530757930774926,0.8241582145693634,0.7888085463548868
C0001948,both,0.623256322160036,0.5996357904245522,0.4983112692658269
C0001969,head,0.8362235935318229,0.8180567407844913,0.784633826239202
C0001969,tail,0.8449168956353317,0.7944335527889617,0.6883457880782633
C0001969,both,0.5999729741903518,0.5994985475570889,0.45295598538520154
C0002064,head,0.8208264462809918,0.7476505853167916,0.5767438149071445
C0002064,tail,0.8820661157024793,0.8627633210057832,0.8641343535228149
C0002064,both,0.5266942148760331,0.5069842144475425,0.233734227197974
C0002103,head,0.8480986871887732,0.8255356519405941,0.8830269859146607
C0002103,tail,0.8936849253055681,0.8736876592708785,0.946595258312776
C0002103,both,0.6103938433680398,0.6221905595228199,0.6515889720757726
C0002170,head,0.7859900384088407,0.7554354286244811,0.7721261590316725
C0002170,tail,0.8613926573976327,0.8337567082629367,0.8525987675013222
C0002170,both,0.614965409581995,0.6047262768880975,0.5706756690398669
C0002390,head,0.8307750472589792,0.7845957084459434,0.6838112119517354
C0002390,tail,0.9050283553875236,0.8961358812453136,0.8998285098675619
C0002390,both,0.6455198487712666,0.6497880573091463,0.5265836730497583
C0002453,head,0.8795519111570248,0.886286804512703,0.9482749358407017
C0002453,tail,0.8658638946280991,0.8168459638284643,0.7518766324118473
C0002453,both,0.660027117768595,0.6628993458666967,0.5868670785304886
C0002622,head,0.8046446355817111,0.7829049499012346,0.9114362153758958
C0002622,tail,0.8420471807253156,0.8106467865790468,0.8210500222979925
C0002622,both,0.6021875157185252,0.5796159278668945,0.3032758908719213
C0002726,head,0.8360260770975058,0.8073782660539314,0.7214286923430593
C0002726,tail,0.9034863945578231,0.8727419254766662,0.78641643561577
C0002726,both,0.5715702947845805,0.5965950001228566,0.42112929149684253
C0002736,head,0.8956249999999999,0.8723810554731477,0.8050054513510646
C0002736,tail,0.8878125,0.8726791104421407,0.8399950701531256
C0002736,both,0.7229687499999999,0.7099227201283094,0.568859466387526
C0002792,head,0.7850732548118358,0.7644378407330799,0.8069519424013459
C0002792,tail,0.8473513358230393,0.8088335748083604,0.7499131383744981
C0002792,both,0.5770726802642918,0.5778912265774676,0.4584772891086611
C0002871,head,0.7781150069749423,0.7509518726683352,0.9424218108006207
C0002871,tail,0.8351418928171324,0.7979349210922568,0.7246446693260882
C0002871,both,0.5741049738047298,0.5601394771450808,0.360394244122912
C0002874,head,0.7978055864319267,0.7615712708264755,0.6786162922122726
C0002874,tail,0.8492237082720786,0.804466108249691,0.7304771831613077
C0002874,both,0.6212843773530783,0.5987285805776111,0.44082167687542806
C0002878,head,0.8358088797649238,0.7856347979248872,0.6357823986243303
C0002878,tail,0.8393108722779054,0.8155781968041245,0.8152323607141091
C0002878,both,0.6051067369748688,0.6099059566329672,0.5295217310969305
C0002884,head,0.8327566320645905,0.8359310004332469,0.6678382201353797
C0002884,tail,0.8546712802768166,0.8188184927410521,0.660018309917401
C0002884,both,0.645520953479431,0.6440056164971153,0.4218256368983168
C0002940,head,0.8551464660037624,0.8090766316331455,0.7151773067614043
C0002940,tail,0.9020760548239721,0.8799391412216244,0.8798441822001075
C0002940,both,0.6559056705186779,0.6593400644707765,0.6176982479483172
C0002962,head,0.804217474116188,0.7730618613041302,0.75459657690765
C0002962,tail,0.8526981835580669,0.827007374836543,0.8877590938129633
C0002962,both,0.61988854139723,0.6044512877580572,0.539979014991497
C0002994,head,0.7932787756403444,0.7671178415909528,0.8398070379975076
C0002994,tail,0.8492082049101924,0.8016828942389373,0.6838677783161771
C0002994,both,0.6174981400786481,0.5898262167424915,0.3187184540048392
C0003044,head,0.9245173464944113,0.9138268363729655,0.853082765223312
C0003044,tail,0.9094208157932937,0.9038346930150507,0.8764351161526942
C0003044,both,0.6784729278560024,0.6308718663978319,0.42071773092058806
C0003079,head,0.8153,0.8027020294198193,0.800211618015387
C0003079,tail,0.8683,0.851186671795758,0.8100496924616722
C0003079,both,0.5912999999999999,0.5925243338921959,0.40427752359878044
C0003123,head,0.7863140687005994,0.7424263712968628,0.6570448861954976
C0003123,tail,0.8391104236936344,0.8071615954529449,0.8366817190608405
C0003123,both,0.5874489126580424,0.5623920545395547,0.3857325903749345
C0003126,head,0.8498909996885706,0.8407489703145331,0.9154573237826387
C0003126,tail,0.8796079266993395,0.8544220482938627,0.8264854090991051
C0003126,both,0.6848825583110689,0.6629091145147132,0.581797360230016
C0003467,head,0.7858257985500794,0.7638155997389048,0.9425315707300264
C0003467,tail,0.8367948181270062,0.8133413990225815,0.9795999999999999
C0003467,both,0.5922070373006469,0.5782721027484259,0.4638001128670203
C0003486,head,0.8586656465503872,0.8437921424986887,0.9540557809751508
C0003486,tail,0.8727473868136185,0.8407994059649593,0.777433260993617
C0003486,both,0.6413912180395158,0.6177476966082508,0.49171933967264925
C0003504,head,0.8231983418367347,0.794141774049863,0.8282159050488446
C0003504,tail,0.8591964285714286,0.8279554867225751,0.8592047490930216
C0003504,both,0.590889668367347,0.5953686407968488,0.604639764555766
C0003507,head,0.840542263454861,0.819192860694416,0.8588404318474884
C0003507,tail,0.8775295681423612,0.8592691637507275,0.8853287290609636
C0003507,both,0.6099717881944444,0.5944153723657408,0.4925808001798806
C0003537,head,0.8030605372386247,0.7457955947768793,0.49198435719453554
C0003537,tail,0.8620283499099382,0.8230180326087984,0.8086873657503583
C0003537,both,0.6137645861069779,0.6173388072017605,0.661633704020637
C0003564,head,0.8586343545191282,0.8578605216122158,0.9191775608312627
C0003564,tail,0.8542524005486968,0.8271135575309404,0.8283801456686308
C0003564,both,0.663846974546563,0.6438793111857475,0.5211307274353794
C0003578,head,0.802301596586396,0.7834575151644517,0.7674667951867299
C0003578,tail,0.8653276604129082,0.8468571871029784,0.9550471397646575
C0003578,both,0.5888282053334483,0.5736135734363769,0.3903178266727039
C0003611,head,0.8771979379987288,0.8599568724317839,0.8824523706452885
C0003611,tail,0.8574959395522915,0.8505756423226194,0.8666027757866359
C0003611,both,0.6184591483652284,0.6305142045479235,0.5710368714063195
C0003615,head,0.8492109520466409,0.8368525179348171,0.8603200289505792
C0003615,tail,0.8941119013461127,0.8800456787103569,0.9438403215030629
C0003615,both,0.6676230884283143,0.6343586352880359,0.4927076996474434
C0003635,head,0.8367202268431002,0.7987504896534833,0.7256365512854019
C0003635,tail,0.9162334593572778,0.9038285986889805,0.861834478464328
C0003635,both,0.6897448015122873,0.6926155266782094,0.5559369591658977
C0003708,head,0.8561867935752528,0.8265529261951928,0.7423997304636987
C0003708,tail,0.9301011302795954,0.9293809679982072,0.906262056647122
C0003708,both,0.6570493753718025,0.6647044328762527,0.5208769664472197
C0003811,head,0.7910892349168648,0.7605761005463658,0.8242341267878995
C0003811,tail,0.8320276660773036,0.7922350964606041,0.6810152967802574
C0003811,both,0.5877298012247407,0.5735698952216685,0.35434541231891986
C0003850,head,0.7742597024462006,0.7402454346446906,0.7141139378578519
C0003850,tail,0.8661007902756496,0.8409212054260428,0.8968428330759802
C0003850,both,0.5984496746880315,0.5821360791216081,0.5664647309717014
C0003862,head,0.7883224219653693,0.7603896844570804,0.8813255835663276
C0003862,tail,0.850648756036676,0.8212219869261539,0.801541450510816
C0003862,both,0.6050886165189852,0.5955382696479854,0.7470991882688074
C0003864,head,0.8324674479166666,0.8027003128869414,0.7939330635655084
C0003864,tail,0.871867404513889,0.841965492902413,0.8495534788185636
C0003864,both,0.6332541232638889,0.6181124024256085,0.7391672581411372
C0003868,head,0.8775640344351153,0.8511028604671852,0.8016248749964606
C0003868,tail,0.9125305558507812,0.8947363872230223,0.8571917754789762
C0003868,both,0.6268466361993836,0.6342132424476931,0.4996244353195437
C0003869,head,0.8658638946280992,0.8694998889233384,0.946380015998588
C0003869,tail,0.8921423037190083,0.8811623280350502,0.9217294666928869
C0003869,both,0.63671875,0.6541933888796265,0.6354255394892124
C0003872,head,0.8869579081632653,0.8537049118366282,0.7971281817121779
C0003872,tail,0.8812978316326531,0.8671109041739917,0.8371104470028543
C0003872,both,0.6808832908163266,0.6632815599118206,0.5285173886014184
C0003873,head,0.8265725254369245,0.7997466158360071,0.8426577555176457
C0003873,tail,0.8860431749099902,0.8650871493393719,1.0
C0003873,both,0.6454908558320731,0.636992370953337,0.6684288658293499
C0003874,head,0.8096163635522236,0.7771894327541288,0.7395438477287694
C0003874,tail,0.8822249988430746,0.8681778350150254,0.8969999822917366
C0003874,both,0.6204359294738304,0.5882158187945632,0.361738403839613
C0003962,head,0.7992420672516506,0.7702260364667408,0.6622821467388148
C0003962,tail,0.8395382463380638,0.8030212474858017,0.8608225607117457
C0003962,both,0.5683949980406844,0.5532661258487814,0.4666289612773241
C0004030,head,0.7938224866294092,0.7816574266836704,0.7803553003138596
C0004030,tail,0.8613815275524307,0.8498053012143572,0.9060460830304016
C0004030,both,0.4832942731806983,0.5056428177773671,0.318274829840713
C0004093,head,0.7834590947348326,0.7536009267020581,0.7542650606125456
C0004093,tail,0.8421353660511823,0.8062788359782278,0.7433889236571305
C0004093,both,0.5978148753123698,0.5800291716072674,0.2971153624936727
C0004095,head,0.8999777233236801,0.9006525049321658,0.8247009566735816
C0004095,tail,0.8605480062374693,0.8429565677206263,0.7489540993669039
C0004095,both,0.7210960124749388,0.7502590633777647,0.6170175637242259
C0004096,head,0.8096917291721129,0.7833832291490375,0.8390807766831487
C0004096,tail,0.8650903899133302,0.8300117699403844,0.8232581272447921
C0004096,both,0.5906195580043838,0.5756371959913831,0.47670556066725256
C0004134,head,0.8086971290170132,0.7765054296208762,0.7402276776957963
C0004134,tail,0.879039165879017,0.847077513951139,0.8047539032721098
C0004134,both,0.5901981923440454,0.5691574777047937,0.3894888209426048
C0004144,head,0.8110298321926295,0.7828618985980742,0.8062791456737708
C0004144,tail,0.8628471447624291,0.8230157267326842,0.7729841433523269
C0004144,both,0.5936284405590422,0.5783042534955213,0.385524375658052
C0004153,head,0.7715749896538667,0.7359667101520395,0.6471655233535571
C0004153,tail,0.8590372372742563,0.8305507414965801,0.8115615622396318
C0004153,both,0.5861810881490548,0.5795111372255852,0.5104421458789261
C0004238,head,0.781404025107071,0.7542662677050477,0.791376160514077
C0004238,tail,0.8591904633998032,0.8350788733859793,0.9551952574134995
C0004238,both,0.5706807878834819,0.5583156538134769,0.5801942836724492
C0004239,head,0.8087413412018933,0.7789868126851008,0.7648644465112322
C0004239,tail,0.8700590690455167,0.8574912264977219,0.9421914582266393
C0004239,both,0.5853155559455709,0.5659140425708749,0.3306823155114555
C0004245,head,0.8442545824080696,0.8171077756319653,0.8388842517727133
C0004245,tail,0.8791354586171853,0.8748216587888218,0.9550471397646575
C0004245,both,0.6070138130904437,0.6073120473767202,0.5224211382737433
C0004601,head,0.8352426701512373,0.8063978348687963,0.7788424637393709
C0004601,tail,0.8976159894274959,0.892185040060065,1.0
C0004601,both,0.6568242395444319,0.6448572786296088,0.6585386304395411
C0004604,head,0.8008876526951204,0.768141781662014,0.7175187825149204
C0004604,tail,0.8484784553262057,0.8264893179844133,0.8955600336137468
C0004604,both,0.605968103616043,0.5871751557314038,0.38618995843975207
C0004610,head,0.8147483251778022,0.7806522065489931,0.6975325433708958
C0004610,tail,0.8674525502876653,0.839958732372512,0.9250600133430206
C0004610,both,0.5851041872704913,0.5634038624655384,0.31181896009734755
C0004623,head,0.8160133124500752,0.7901694753551011,0.9082035919294537
C0004623,tail,0.8589840855026465,0.8211087251382443,0.7954772321799619
C0004623,both,0.570615801135872,0.5729425337406924,0.7369548837088857
C0004626,head,0.8362236109983858,0.8092135961923529,0.8228063596853612
C0004626,tail,0.843456068681294,0.8194134788245835,0.8347940457187951
C0004626,both,0.563635707779852,0.5519254455571321,0.34908990073425095
C0004690,head,0.8960798816568047,0.8907565802981032,0.7805403914865511
C0004690,tail,0.860207100591716,0.7998842337828012,0.6782210221968334
C0004690,both,0.6227810650887573,0.606280431325617,0.37405653431061375
C0005001,head,0.8196434078729178,0.7986061737291162,0.8966114173708558
C0005001,tail,0.8643537494021785,0.835158910461496,0.8436184132519056
C0005001,both,0.5936870052608288,0.572455835946998,0.3716156879104953
C0005424,head,0.847110943538505,0.8378800841072531,0.9022295074433075
C0005424,tail,0.8949241210293146,0.8735560186671757,0.8622777663289782
C0005424,both,0.6602648694504667,0.654521865923888,0.5906960525154523
C0005586,head,0.8444489644970414,0.8319877834592966,0.9609706863762847
C0005586,tail,0.8819415680473373,0.857667252557285,0.8991331271336525
C0005586,both,0.640051775147929,0.6195544315020041,0.4999693563820283
C0005687,head,0.8149678604224059,0.7987477081523672,0.6749672657116882
C0005687,tail,0.8930211202938476,0.8807065766167738,0.8279334482095214
C0005687,both,0.620752984389348,0.6367913795420289,0.4323356187126789
C0005697,head,0.8278000945179584,0.7887378817318562,0.7127230577873799
C0005697,tail,0.8726665879017014,0.8348296617757267,0.7778473332741366
C0005697,both,0.5801630434782609,0.5657615501493038,0.37026929627462635
C0005741,head,0.8484630853203103,0.8196651781265345,0.7720436829690339
C0005741,tail,0.9052714737144498,0.8801649299404283,0.8703708441215902
C0005741,both,0.6107440390692329,0.6082242142323986,0.43969684054473407
C0005745,head,0.8361688720856963,0.820412989876355,0.8731260714667064
C0005745,tail,0.8458307078344885,0.8003961751606307,0.7030462201859825
C0005745,both,0.5870148661579033,0.5771586130933088,0.3867884761582012
C0005747,head,0.8300679099348856,0.8020256492928671,0.8348342828990647
C0005747,tail,0.8669757364675186,0.8406324075825868,0.9619706863762846
C0005747,both,0.6080851262099733,0.5912268346451448,0.4483343985227314
C0005758,head,0.8147882211841939,0.7919042176487204,1.0
C0005758,tail,0.851257732609519,0.8195921446382859,0.8107697494787982
C0005758,both,0.6120774681227118,0.6027584043911994,0.554106750925964
C0005779,head,0.8177598893447251,0.7876921306203342,0.7769117796946078
C0005779,tail,0.8526148895329144,0.8253695866139071,0.8375609049340027
C0005779,both,0.5912764876359667,0.5797842102431302,0.42999356959203644
C0005818,head,0.8757572536932724,0.8573532885872523,0.821901900098216
C0005818,tail,0.8974386225953874,0.8764534219487383,0.8569408035795725
C0005818,both,0.5620150919332554,0.562310231326839,0.33868789089564155
C0005826,head,0.8293836605768162,0.8002187590999048,0.7867417227851703
C0005826,tail,0.8483833589943016,0.8287928486053571,0.8293188372462416
C0005826,both,0.6447834161362518,0.6076249424330648,0.3704486496086142
C0005961,head,0.8620864466926756,0.8528925000807603,0.8752688413788874
C0005961,tail,0.8571711961912318,0.8253292387671076,0.8066916977255676
C0005961,both,0.5724834137847429,0.5548388370207604,0.3506121039602266
C0006012,head,0.9094650205761317,0.9004320819795644,0.8040441087261031
C0006012,tail,0.9118655692729766,0.8888770544038761,0.7723174737813635
C0006012,both,0.7630315500685871,0.7536454191494283,0.5719887007573664
C0006105,head,0.7948904049934679,0.7620767948861327,0.6524711548301024
C0006105,tail,0.8815502975758455,0.8770239403558073,0.8528344947210995
C0006105,both,0.5121207722456089,0.5469874616199109,0.32959007141480023
C0006107,head,0.8851896145982022,0.8560064916501243,0.8422007523413875
C0006107,tail,0.8906292195517148,0.8848305247514408,0.9309686313483766
C0006107,both,0.6557231588287489,0.608975097531953,0.4235229968068028
C0006112,head,0.8388495867768595,0.8002686523637386,0.7108554852725055
C0006112,tail,0.8863603305785124,0.8634592712581488,0.8632620072205621
C0006112,both,0.6240396694214876,0.614551134163439,0.5399680703194636
C0006118,head,0.861400342449905,0.8354501392325537,0.7838639869630569
C0006118,tail,0.8796334860474803,0.8414300955981318,0.8201640142580743
C0006118,both,0.6691193484196399,0.660717929752158,0.5400511942100209
C0006144,head,0.8595732410611303,0.8314389404059261,0.7740096450523472
C0006144,tail,0.8674548250672818,0.8193331879139076,0.74311153346689
C0006144,both,0.6043829296424452,0.6169156094632438,0.47691600784222415
C0006145,head,0.8288245829013103,0.7843071193884327,0.6757879134988012
C0006145,tail,0.9232726929965124,0.9110969138157733,0.8906268205903707
C0006145,both,0.6225845979828448,0.6136420380396082,0.42079917811684636
C0006152,head,0.9164497041420119,0.9145040691776789,0.9002143191757053
C0006152,tail,0.8979881656804735,0.9025983275989433,0.8526030944242783
C0006152,both,0.7020118343195266,0.708943672817735,0.5400258630570898
C0006266,head,0.8074827977315691,0.7898571071846522,0.8424699345305947
C0006266,tail,0.8672695652173914,0.8370862304986686,0.845589712634337
C0006266,both,0.5777028355387523,0.5882430337120104,0.5784492393520615
C0006267,head,0.83932761963065,0.8127261655921957,0.774949160178508
C0006267,tail,0.8959289868380778,0.8860670874724921,0.9515857971421415
C0006267,both,0.6008825630037752,0.5806811976616779,0.3838581529621123
C0006271,head,0.8251953125,0.7978977246664335,0.6611654146497845
C0006271,tail,0.87841796875,0.8900218395596583,0.8251096601015295
C0006271,both,0.538330078125,0.522081830502449,0.277661387677373
C0006277,head,0.8164103306068441,0.7862858044105663,0.7978066884191416
C0006277,tail,0.8587086147595369,0.8238460545528137,0.867661696743914
C0006277,both,0.5967108292785106,0.5735436897557177,0.313493454285789
C0006325,head,0.8133851095618843,0.7944794681127247,0.8551384662083511
C0006325,tail,0.8751977401626191,0.845742230930433,0.8176718420610612
C0006325,both,0.6373711120616887,0.6305668446427088,0.61566839897354
C0006384,head,0.8112802070084645,0.7786927121042678,0.6996708024717024
C0006384,tail,0.8946098855313364,0.8531302656968613,0.7670527904715511
C0006384,both,0.632735406341827,0.592956257638576,0.37637977380089055
C0006386,head,0.7951739089452352,0.7431944662969099,0.6001374738460763
C0006386,tail,0.8751060420397776,0.8435941563895188,0.8035855981104827
C0006386,both,0.638985766801772,0.6322277341250945,0.46219617438538907
C0006444,head,0.8428890083310938,0.8165892929034122,0.8075336202019558
C0006444,tail,0.8934076861058855,0.8671938401828556,0.8800006862667287
C0006444,both,0.6505133028755711,0.638078450701044,0.6279162981304713
C0006625,head,0.8171868267159127,0.7948076205525465,0.7891702494523912
C0006625,tail,0.8906863650353954,0.8636865213616054,0.8671933217167462
C0006625,both,0.5211819021237304,0.5469001532203014,0.4909957423593725
C0006826,head,0.8097466836205576,0.7878698986308035,0.8203404860536351
C0006826,tail,0.87189892595298,0.8563771768202673,0.8904964747132706
C0006826,both,0.5975344714083453,0.5844352427479447,0.47098143294732997
C0006840,head,0.801980753584154,0.7671493879006419,0.72926681029734
C0006840,tail,0.8538978616132615,0.8154327595040497,0.762813062915843
C0006840,both,0.5644025474847796,0.5516017523811628,0.32912158829769866
C0006846,head,0.8881373569198752,0.8389997388470504,0.7236489788512351
C0006846,tail,0.9232570239334027,0.9219426253327087,0.8478168056830558
C0006846,both,0.636576482830385,0.6713491149276537,0.4851177624280251
C0006849,head,0.7995346938775509,0.7624721893706703,0.6767791874626178
C0006849,tail,0.8589877551020408,0.8229049834965799,0.8289490298438154
C0006849,both,0.5699816326530612,0.5622040687586047,0.49826525376260966
C0006852,head,0.8291831032215647,0.7764670502896789,0.6555972331029865
C0006852,tail,0.8738083497698883,0.8621084048416163,0.9094549345714471
C0006852,both,0.6444362261669954,0.6202620835706694,0.460195063241311
C0007078,head,0.8546712802768166,0.838034493564583,0.6847818087424946
C0007078,tail,0.9042675893886967,0.8909891014761906,0.7721217608653232
C0007078,both,0.6366782006920415,0.6468611901208674,0.41180162548697014
C0007117,head,0.7964823218112811,0.7601624163216163,0.6895475749464343
C0007117,tail,0.8866273152859759,0.8743679372979529,0.952832038471674
C0007117,both,0.6327270985740114,0.6162836979028719,0.464299804546202
C0007177,head,0.8493771626297578,0.8230371595046329,0.8162452773002289
C0007177,tail,0.866643598615917,0.8278476896862199,0.7666713463585053
C0007177,both,0.6779584775086506,0.6536858411810142,0.5330443235665981
C0007280,head,0.823693929506257,0.7958027453328393,0.7715442705297443
C0007280,tail,0.90677327978773,0.8921127870253293,0.9418730360905537
C0007280,both,0.5601850191831905,0.5921927974530875,0.5032936766744239
C0007282,head,0.8150036120183551,0.7811470710954987,0.723248186754388
C0007282,tail,0.8828620751638974,0.8561478185269726,0.8398263242649007
C0007282,both,0.6306753626432513,0.6009727365741159,0.46877493414951127
C0007286,head,0.8236112116293255,0.8009907473211755,0.8069267244309134
C0007286,tail,0.8667636811033799,0.823450030959643,0.7106471632721736
C0007286,both,0.5959150546417014,0.5850161171548129,0.5725537308841211
C0007462,head,0.9032258064516129,0.8977056879603199,0.8932541630815604
C0007462,tail,0.9209157127991674,0.8964306359427081,0.8773137060108147
C0007462,both,0.6266620418545497,0.6015901928741108,0.4112985624276749
C0007570,head,0.8573745674740485,0.8413923621290884,0.8726148591396767
C0007570,tail,0.8929498269896194,0.8788743466930913,0.9369857000535259
C0007570,both,0.6461937716262975,0.6302707779898638,0.4813573874896616
C0007642,head,0.7998369316060592,0.7667500905839898,0.8269341884266543
C0007642,tail,0.8686888372623854,0.8406856175316149,0.7906495202518493
C0007642,both,0.5976388934561795,0.5898702104804416,0.5236127867733861
C0007780,head,0.8236212278876169,0.7869564484825267,0.7269822031746962
C0007780,tail,0.8811784599375649,0.8696335499309474,0.8706787871631537
C0007780,both,0.6134885535900103,0.5799350901495774,0.35226481351390526
C0007784,head,0.8000791780563673,0.7873039752861232,0.8584953890638424
C0007784,tail,0.8367687812234895,0.807779031630816,0.8193295812653882
C0007784,both,0.5756244697898011,0.5739803475345493,0.5086802432941431
C0007785,head,0.7700349460897141,0.7369075768749489,0.6890915897009643
C0007785,tail,0.8481520797131084,0.8167450204782332,0.915173182110345
C0007785,both,0.5655464331218655,0.5602147123136169,0.47576531509484227
C0007787,head,0.778768860233201,0.7561403370652464,0.8451167239223568
